cluster,project,scanno,x,y,sigma_dog,theta_1,theta_2,ra_deg,dec_deg,dist_center_radians,amp_fit,x_center_fit,y_center_fit,sigma,offset,int_flux_Jy,int_flux_err_Jy,peak_snr,peak_flux_mJy_adj,snr,masked,noise_ps,hits_ps,Source,rms_map,rms_snr,avg_snr,ntail,amp_fit_snr,mean_fit_snr,std_fit_snr,offset_fit_snr,red_type,cntr_01,dist_x,pang_x,ra_01,dec_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,GroupID,GroupSize,Separation
ACT-CLJ0248.3-0337,all,0,160.0,255.0,3.2,2.0,4.0,42.09118590588496,-3.572524629594026,9.019617220212588E-4,0.002586282179979521,159.0,254.0,2.999998067526491,-5.6842513236869354E-5,-0.0012847883823570803,1.7666470085332033E-5,11.816636085510254,2.586282179979521,11.816636085510254,0.0,1.7643484170548618E-4,2385355.5,ACT-CLJ0248.3-0337,1.406488078852E-4,1.3073798197196291,0.3101230146222101,0.0,16964.02512546869,-7.637812904219E-4,-0.0658334231586739,428.26760637692826,21.0,94,295.332421,118.672359,42.01913452,-3.534366131,J024821.90-033425.4,42.091252,-3.5737246,0.0566,0.0564,-0.0105,14.213,0.027,40.4,1.249,13.813,0.035,30.7,0.9962,12.153,0.265,4.1,1.037,9.394,,-0.1,1.041,1,0,0.0,0.001,0.0,0.0,-72,71,-40,73,0000,0,00nn,AABU,0133,38,38,38,38,3,24,0,25,27,15,4.326415895566873
ACT-CLJ0248.3-0337,all,0,160.0,255.0,3.2,2.0,5.0,42.09118590588496,-3.572524629594026,9.019617220212588E-4,0.002586282179979521,159.0,254.0,2.999998067526491,-5.6842513236869354E-5,-0.0012847883823570803,1.7666470085332033E-5,11.816636085510254,2.586282179979521,11.816636085510254,0.0,1.7643484170548618E-4,2385355.5,ACT-CLJ0248.3-0337,1.406488078852E-4,1.3073798197196291,0.3101230146222101,0.0,16964.02512546869,-7.637812904219E-4,-0.0658334231586739,428.26760637692826,21.0,94,295.332421,118.672359,42.01913452,-3.534366131,J024821.90-033425.4,42.091252,-3.5737246,0.0566,0.0564,-0.0105,14.213,0.027,40.4,1.249,13.813,0.035,30.7,0.9962,12.153,0.265,4.1,1.037,9.394,,-0.1,1.041,1,0,0.0,0.001,0.0,0.0,-72,71,-40,73,0000,0,00nn,AABU,0133,38,38,38,38,3,24,0,25,27,15,4.326415895566873
ACT-CLJ0248.3-0337,all,0,160.0,255.0,5.120000000000001,2.0,6.0,42.09118590588496,-3.572524629594026,9.019617220212588E-4,0.002586282179979521,159.0,254.0,2.999998067526491,-5.6842513236869354E-5,-0.0012847883823570803,1.7666470085332033E-5,11.816636085510254,2.586282179979521,11.816636085510254,0.0,1.7643484170548618E-4,2385355.5,ACT-CLJ0248.3-0337,1.406488078852E-4,1.3073798197196291,0.3101230146222101,0.0,16964.02512546869,-7.637812904219E-4,-0.0658334231586739,428.26760637692826,21.0,94,295.332421,118.672359,42.01913452,-3.534366131,J024821.90-033425.4,42.091252,-3.5737246,0.0566,0.0564,-0.0105,14.213,0.027,40.4,1.249,13.813,0.035,30.7,0.9962,12.153,0.265,4.1,1.037,9.394,,-0.1,1.041,1,0,0.0,0.001,0.0,0.0,-72,71,-40,73,0000,0,00nn,AABU,0133,38,38,38,38,3,24,0,25,27,15,4.326415895566873
ACT-CLJ0248.3-0337,all,0,160.0,255.0,5.120000000000001,2.0,7.0,42.09118590588496,-3.572524629594026,9.019617220212588E-4,0.002586282179979521,159.0,254.0,2.999998067526491,-5.6842513236869354E-5,-0.0012847883823570803,1.7666470085332033E-5,11.816636085510254,2.586282179979521,11.816636085510254,0.0,1.7643484170548618E-4,2385355.5,ACT-CLJ0248.3-0337,1.406488078852E-4,1.3073798197196291,0.3101230146222101,0.0,16964.02512546869,-7.637812904219E-4,-0.0658334231586739,428.26760637692826,21.0,94,295.332421,118.672359,42.01913452,-3.534366131,J024821.90-033425.4,42.091252,-3.5737246,0.0566,0.0564,-0.0105,14.213,0.027,40.4,1.249,13.813,0.035,30.7,0.9962,12.153,0.265,4.1,1.037,9.394,,-0.1,1.041,1,0,0.0,0.001,0.0,0.0,-72,71,-40,73,0000,0,00nn,AABU,0133,38,38,38,38,3,24,0,25,27,15,4.326415895566873
ACT-CLJ0248.3-0337,all,0,160.0,255.0,3.0,3.0,4.0,42.09118590588496,-3.572524629594026,9.019617220212588E-4,0.002586282179979521,159.0,254.0,2.999998067526491,-5.6842513236869354E-5,-0.0012847883823570803,1.7666470085332033E-5,11.816636085510254,2.586282179979521,11.816636085510254,0.0,1.7643484170548618E-4,2385355.5,ACT-CLJ0248.3-0337,1.406488078852E-4,1.3073798197196291,0.3101230146222101,0.0,16964.02512546869,-7.637812904219E-4,-0.0658334231586739,428.26760637692826,21.0,94,295.332421,118.672359,42.01913452,-3.534366131,J024821.90-033425.4,42.091252,-3.5737246,0.0566,0.0564,-0.0105,14.213,0.027,40.4,1.249,13.813,0.035,30.7,0.9962,12.153,0.265,4.1,1.037,9.394,,-0.1,1.041,1,0,0.0,0.001,0.0,0.0,-72,71,-40,73,0000,0,00nn,AABU,0133,38,38,38,38,3,24,0,25,27,15,4.326415895566873
ACT-CLJ0248.3-0337,all,0,160.0,255.0,4.800000000000001,3.0,5.0,42.09118590588496,-3.572524629594026,9.019617220212588E-4,0.002586282179979521,159.0,254.0,2.999998067526491,-5.6842513236869354E-5,-0.0012847883823570803,1.7666470085332033E-5,11.816636085510254,2.586282179979521,11.816636085510254,0.0,1.7643484170548618E-4,2385355.5,ACT-CLJ0248.3-0337,1.406488078852E-4,1.3073798197196291,0.3101230146222101,0.0,16964.02512546869,-7.637812904219E-4,-0.0658334231586739,428.26760637692826,21.0,94,295.332421,118.672359,42.01913452,-3.534366131,J024821.90-033425.4,42.091252,-3.5737246,0.0566,0.0564,-0.0105,14.213,0.027,40.4,1.249,13.813,0.035,30.7,0.9962,12.153,0.265,4.1,1.037,9.394,,-0.1,1.041,1,0,0.0,0.001,0.0,0.0,-72,71,-40,73,0000,0,00nn,AABU,0133,38,38,38,38,3,24,0,25,27,15,4.326415895566873
ACT-CLJ0248.3-0337,all,0,160.0,255.0,4.800000000000001,3.0,6.0,42.09118590588496,-3.572524629594026,9.019617220212588E-4,0.002586282179979521,159.0,254.0,2.999998067526491,-5.6842513236869354E-5,-0.0012847883823570803,1.7666470085332033E-5,11.816636085510254,2.586282179979521,11.816636085510254,0.0,1.7643484170548618E-4,2385355.5,ACT-CLJ0248.3-0337,1.406488078852E-4,1.3073798197196291,0.3101230146222101,0.0,16964.02512546869,-7.637812904219E-4,-0.0658334231586739,428.26760637692826,21.0,94,295.332421,118.672359,42.01913452,-3.534366131,J024821.90-033425.4,42.091252,-3.5737246,0.0566,0.0564,-0.0105,14.213,0.027,40.4,1.249,13.813,0.035,30.7,0.9962,12.153,0.265,4.1,1.037,9.394,,-0.1,1.041,1,0,0.0,0.001,0.0,0.0,-72,71,-40,73,0000,0,00nn,AABU,0133,38,38,38,38,3,24,0,25,27,15,4.326415895566873
ACT-CLJ0248.3-0337,all,0,160.0,255.0,4.800000000000001,3.0,7.0,42.09118590588496,-3.572524629594026,9.019617220212588E-4,0.002586282179979521,159.0,254.0,2.999998067526491,-5.6842513236869354E-5,-0.0012847883823570803,1.7666470085332033E-5,11.816636085510254,2.586282179979521,11.816636085510254,0.0,1.7643484170548618E-4,2385355.5,ACT-CLJ0248.3-0337,1.406488078852E-4,1.3073798197196291,0.3101230146222101,0.0,16964.02512546869,-7.637812904219E-4,-0.0658334231586739,428.26760637692826,21.0,94,295.332421,118.672359,42.01913452,-3.534366131,J024821.90-033425.4,42.091252,-3.5737246,0.0566,0.0564,-0.0105,14.213,0.027,40.4,1.249,13.813,0.035,30.7,0.9962,12.153,0.265,4.1,1.037,9.394,,-0.1,1.041,1,0,0.0,0.001,0.0,0.0,-72,71,-40,73,0000,0,00nn,AABU,0133,38,38,38,38,3,24,0,25,27,15,4.326415895566873
ACT-CLJ0248.3-0337,all,0,160.0,255.0,4.0,4.0,5.0,42.09118590588496,-3.572524629594026,9.019617220212588E-4,0.002586282179979521,159.0,254.0,2.999998067526491,-5.6842513236869354E-5,-0.0012847883823570803,1.7666470085332033E-5,11.816636085510254,2.586282179979521,11.816636085510254,0.0,1.7643484170548618E-4,2385355.5,ACT-CLJ0248.3-0337,1.406488078852E-4,1.3073798197196291,0.3101230146222101,0.0,16964.02512546869,-7.637812904219E-4,-0.0658334231586739,428.26760637692826,21.0,94,295.332421,118.672359,42.01913452,-3.534366131,J024821.90-033425.4,42.091252,-3.5737246,0.0566,0.0564,-0.0105,14.213,0.027,40.4,1.249,13.813,0.035,30.7,0.9962,12.153,0.265,4.1,1.037,9.394,,-0.1,1.041,1,0,0.0,0.001,0.0,0.0,-72,71,-40,73,0000,0,00nn,AABU,0133,38,38,38,38,3,24,0,25,27,15,4.326415895566873
ACT-CLJ0248.3-0337,all,0,160.0,255.0,4.0,4.0,6.0,42.09118590588496,-3.572524629594026,9.019617220212588E-4,0.002586282179979521,159.0,254.0,2.999998067526491,-5.6842513236869354E-5,-0.0012847883823570803,1.7666470085332033E-5,11.816636085510254,2.586282179979521,11.816636085510254,0.0,1.7643484170548618E-4,2385355.5,ACT-CLJ0248.3-0337,1.406488078852E-4,1.3073798197196291,0.3101230146222101,0.0,16964.02512546869,-7.637812904219E-4,-0.0658334231586739,428.26760637692826,21.0,94,295.332421,118.672359,42.01913452,-3.534366131,J024821.90-033425.4,42.091252,-3.5737246,0.0566,0.0564,-0.0105,14.213,0.027,40.4,1.249,13.813,0.035,30.7,0.9962,12.153,0.265,4.1,1.037,9.394,,-0.1,1.041,1,0,0.0,0.001,0.0,0.0,-72,71,-40,73,0000,0,00nn,AABU,0133,38,38,38,38,3,24,0,25,27,15,4.326415895566873
ACT-CLJ0248.3-0337,all,0,160.0,254.0,6.4,4.0,7.0,42.09118590656864,-3.573080184716016,8.922677217154429E-4,0.0027857696046085234,159.0,253.0,2.9999970937317304,-6.567834314934716E-5,-0.0018117341372771937,1.7379162067807922E-5,11.816636085510254,2.7857696046085234,11.247044563293457,0.0,1.7539964755997062E-4,2267849.5,ACT-CLJ0248.3-0337,1.406488078852E-4,1.3073798197196291,0.3101230146222101,0.0,16964.02512546869,-7.637812904219E-4,-0.0658334231586739,428.26760637692826,21.0,94,295.332421,118.672359,42.01913452,-3.534366131,J024821.90-033425.4,42.091252,-3.5737246,0.0566,0.0564,-0.0105,14.213,0.027,40.4,1.249,13.813,0.035,30.7,0.9962,12.153,0.265,4.1,1.037,9.394,,-0.1,1.041,1,0,0.0,0.001,0.0,0.0,-72,71,-40,73,0000,0,00nn,AABU,0133,38,38,38,38,3,24,0,25,27,15,2.3320177307405694
ACT-CLJ0248.3-0337,all,0,160.0,255.0,5.0,5.0,6.0,42.09118590588496,-3.572524629594026,9.019617220212588E-4,0.002586282179979521,159.0,254.0,2.999998067526491,-5.6842513236869354E-5,-0.0012847883823570803,1.7666470085332033E-5,11.816636085510254,2.586282179979521,11.816636085510254,0.0,1.7643484170548618E-4,2385355.5,ACT-CLJ0248.3-0337,1.406488078852E-4,1.3073798197196291,0.3101230146222101,0.0,16964.02512546869,-7.637812904219E-4,-0.0658334231586739,428.26760637692826,21.0,94,295.332421,118.672359,42.01913452,-3.534366131,J024821.90-033425.4,42.091252,-3.5737246,0.0566,0.0564,-0.0105,14.213,0.027,40.4,1.249,13.813,0.035,30.7,0.9962,12.153,0.265,4.1,1.037,9.394,,-0.1,1.041,1,0,0.0,0.001,0.0,0.0,-72,71,-40,73,0000,0,00nn,AABU,0133,38,38,38,38,3,24,0,25,27,15,4.326415895566873
ACT-CLJ0248.3-0337,all,0,160.0,255.0,5.0,5.0,7.0,42.09118590588496,-3.572524629594026,9.019617220212588E-4,0.002586282179979521,159.0,254.0,2.999998067526491,-5.6842513236869354E-5,-0.0012847883823570803,1.7666470085332033E-5,11.816636085510254,2.586282179979521,11.816636085510254,0.0,1.7643484170548618E-4,2385355.5,ACT-CLJ0248.3-0337,1.406488078852E-4,1.3073798197196291,0.3101230146222101,0.0,16964.02512546869,-7.637812904219E-4,-0.0658334231586739,428.26760637692826,21.0,94,295.332421,118.672359,42.01913452,-3.534366131,J024821.90-033425.4,42.091252,-3.5737246,0.0566,0.0564,-0.0105,14.213,0.027,40.4,1.249,13.813,0.035,30.7,0.9962,12.153,0.265,4.1,1.037,9.394,,-0.1,1.041,1,0,0.0,0.001,0.0,0.0,-72,71,-40,73,0000,0,00nn,AABU,0133,38,38,38,38,3,24,0,25,27,15,4.326415895566873
ACT-CLJ0248.3-0337,all,0,160.0,254.0,6.0,6.0,7.0,42.09118590656864,-3.573080184716016,8.922677217154429E-4,0.0027857696046085234,159.0,253.0,2.9999970937317304,-6.567834314934716E-5,-0.0018117341372771937,1.7379162067807922E-5,11.816636085510254,2.7857696046085234,11.247044563293457,0.0,1.7539964755997062E-4,2267849.5,ACT-CLJ0248.3-0337,1.406488078852E-4,1.3073798197196291,0.3101230146222101,0.0,16964.02512546869,-7.637812904219E-4,-0.0658334231586739,428.26760637692826,21.0,94,295.332421,118.672359,42.01913452,-3.534366131,J024821.90-033425.4,42.091252,-3.5737246,0.0566,0.0564,-0.0105,14.213,0.027,40.4,1.249,13.813,0.035,30.7,0.9962,12.153,0.265,4.1,1.037,9.394,,-0.1,1.041,1,0,0.0,0.001,0.0,0.0,-72,71,-40,73,0000,0,00nn,AABU,0133,38,38,38,38,3,24,0,25,27,15,2.3320177307405694
ACT-CLJ0249.6+0210,all,0,268.0,183.0,6.0,6.0,7.0,42.36591883159895,2.1828729412349785,0.0010477806026450347,0.0016831358595623988,267.0,183.0,3.0000052110971396,-5.634824944611285E-5,-0.0026964598435293458,2.240235288854134E-5,4.458369255065918,1.6831358595623989,3.927300214767456,0.0,3.349992912262678E-4,767417.9375,ACT-CLJ0249.6+0210,1.437243338931E-4,1.167208938585394,0.2781992288976422,0.0,19250.050199746114,-0.0010980974083806,-0.0649099133185265,419.8253824604981,21.0,101,221.694274,-76.438828,42.42455673,2.168595791,J024927.51+021058.9,42.3646484,2.1830345,0.1695,0.1759,-0.045,16.456,0.061,17.8,1.012,15.92,0.143,7.6,0.8568,12.587,0.526,2.1,0.873,9.082,,0.3,1.068,1,0,0.0,0.0,0.0,0.0,0,466,0,486,0000,0,0nnn,ABCU,1255,26,50,3,36,1,16,0,18,,,4.60709422325597
ACT-CLJ0839.5-0140,all,0,77.0,260.0,3.2,2.0,4.0,129.92959592156473,-1.6248091928579886,0.0012578643225091848,0.0043748022083007765,76.0,259.0,3.0000093278225592,-4.834519475546002E-5,0.0024216441132792915,2.6840254976877205E-5,7.747249126434326,4.3748022083007765,7.554721832275391,0.0,4.876338061876595E-4,402717.5625,ACT-CLJ0839.5-0140,1.783948603137E-4,1.1409620607706374,-0.04048893046903,0.0228641109671518,10508.254963148887,-5.790988216722E-4,-0.0774043306509862,409.00517314310775,21.0,112,271.766157,41.908841,129.8804169,-1.680051088,J083943.40-013725.9,129.9308609,-1.6238697,0.5298,0.5977,0.0751,17.547,0.183,5.9,0.8588,17.241,,0.2,0.747,12.552,,-1.2,1.048,8.687,,0.8,0.9604,1,0,0.0,0.0,0.0,0.0,1602,2343,-1123,2619,0000,0,nnnn,BUUU,0000,3,25,0,25,0,12,0,12,28,8,5.671035924698509
ACT-CLJ0839.5-0140,all,0,77.0,260.0,3.2,2.0,5.0,129.92959592156473,-1.6248091928579886,0.0012578643225091848,0.0043748022083007765,76.0,259.0,3.0000093278225592,-4.834519475546002E-5,0.0024216441132792915,2.6840254976877205E-5,7.747249126434326,4.3748022083007765,7.554721832275391,0.0,4.876338061876595E-4,402717.5625,ACT-CLJ0839.5-0140,1.783948603137E-4,1.1409620607706374,-0.04048893046903,0.0228641109671518,10508.254963148887,-5.790988216722E-4,-0.0774043306509862,409.00517314310775,21.0,112,271.766157,41.908841,129.8804169,-1.680051088,J083943.40-013725.9,129.9308609,-1.6238697,0.5298,0.5977,0.0751,17.547,0.183,5.9,0.8588,17.241,,0.2,0.747,12.552,,-1.2,1.048,8.687,,0.8,0.9604,1,0,0.0,0.0,0.0,0.0,1602,2343,-1123,2619,0000,0,nnnn,BUUU,0000,3,25,0,25,0,12,0,12,28,8,5.671035924698509
ACT-CLJ0839.5-0140,all,0,77.0,260.0,3.2,2.0,6.0,129.92959592156473,-1.6248091928579886,0.0012578643225091848,0.0043748022083007765,76.0,259.0,3.0000093278225592,-4.834519475546002E-5,0.0024216441132792915,2.6840254976877205E-5,7.747249126434326,4.3748022083007765,7.554721832275391,0.0,4.876338061876595E-4,402717.5625,ACT-CLJ0839.5-0140,1.783948603137E-4,1.1409620607706374,-0.04048893046903,0.0228641109671518,10508.254963148887,-5.790988216722E-4,-0.0774043306509862,409.00517314310775,21.0,112,271.766157,41.908841,129.8804169,-1.680051088,J083943.40-013725.9,129.9308609,-1.6238697,0.5298,0.5977,0.0751,17.547,0.183,5.9,0.8588,17.241,,0.2,0.747,12.552,,-1.2,1.048,8.687,,0.8,0.9604,1,0,0.0,0.0,0.0,0.0,1602,2343,-1123,2619,0000,0,nnnn,BUUU,0000,3,25,0,25,0,12,0,12,28,8,5.671035924698509
ACT-CLJ0839.5-0140,all,0,77.0,260.0,3.2,2.0,7.0,129.92959592156473,-1.6248091928579886,0.0012578643225091848,0.0043748022083007765,76.0,259.0,3.0000093278225592,-4.834519475546002E-5,0.0024216441132792915,2.6840254976877205E-5,7.747249126434326,4.3748022083007765,7.554721832275391,0.0,4.876338061876595E-4,402717.5625,ACT-CLJ0839.5-0140,1.783948603137E-4,1.1409620607706374,-0.04048893046903,0.0228641109671518,10508.254963148887,-5.790988216722E-4,-0.0774043306509862,409.00517314310775,21.0,112,271.766157,41.908841,129.8804169,-1.680051088,J083943.40-013725.9,129.9308609,-1.6238697,0.5298,0.5977,0.0751,17.547,0.183,5.9,0.8588,17.241,,0.2,0.747,12.552,,-1.2,1.048,8.687,,0.8,0.9604,1,0,0.0,0.0,0.0,0.0,1602,2343,-1123,2619,0000,0,nnnn,BUUU,0000,3,25,0,25,0,12,0,12,28,8,5.671035924698509
ACT-CLJ0839.5-0140,all,0,77.0,260.0,3.0,3.0,4.0,129.92959592156473,-1.6248091928579886,0.0012578643225091848,0.0043748022083007765,76.0,259.0,3.0000093278225592,-4.834519475546002E-5,0.0024216441132792915,2.6840254976877205E-5,7.747249126434326,4.3748022083007765,7.554721832275391,0.0,4.876338061876595E-4,402717.5625,ACT-CLJ0839.5-0140,1.783948603137E-4,1.1409620607706374,-0.04048893046903,0.0228641109671518,10508.254963148887,-5.790988216722E-4,-0.0774043306509862,409.00517314310775,21.0,112,271.766157,41.908841,129.8804169,-1.680051088,J083943.40-013725.9,129.9308609,-1.6238697,0.5298,0.5977,0.0751,17.547,0.183,5.9,0.8588,17.241,,0.2,0.747,12.552,,-1.2,1.048,8.687,,0.8,0.9604,1,0,0.0,0.0,0.0,0.0,1602,2343,-1123,2619,0000,0,nnnn,BUUU,0000,3,25,0,25,0,12,0,12,28,8,5.671035924698509
ACT-CLJ0839.5-0140,all,0,77.0,260.0,3.0,3.0,5.0,129.92959592156473,-1.6248091928579886,0.0012578643225091848,0.0043748022083007765,76.0,259.0,3.0000093278225592,-4.834519475546002E-5,0.0024216441132792915,2.6840254976877205E-5,7.747249126434326,4.3748022083007765,7.554721832275391,0.0,4.876338061876595E-4,402717.5625,ACT-CLJ0839.5-0140,1.783948603137E-4,1.1409620607706374,-0.04048893046903,0.0228641109671518,10508.254963148887,-5.790988216722E-4,-0.0774043306509862,409.00517314310775,21.0,112,271.766157,41.908841,129.8804169,-1.680051088,J083943.40-013725.9,129.9308609,-1.6238697,0.5298,0.5977,0.0751,17.547,0.183,5.9,0.8588,17.241,,0.2,0.747,12.552,,-1.2,1.048,8.687,,0.8,0.9604,1,0,0.0,0.0,0.0,0.0,1602,2343,-1123,2619,0000,0,nnnn,BUUU,0000,3,25,0,25,0,12,0,12,28,8,5.671035924698509
ACT-CLJ0839.5-0140,all,0,77.0,260.0,3.0,3.0,6.0,129.92959592156473,-1.6248091928579886,0.0012578643225091848,0.0043748022083007765,76.0,259.0,3.0000093278225592,-4.834519475546002E-5,0.0024216441132792915,2.6840254976877205E-5,7.747249126434326,4.3748022083007765,7.554721832275391,0.0,4.876338061876595E-4,402717.5625,ACT-CLJ0839.5-0140,1.783948603137E-4,1.1409620607706374,-0.04048893046903,0.0228641109671518,10508.254963148887,-5.790988216722E-4,-0.0774043306509862,409.00517314310775,21.0,112,271.766157,41.908841,129.8804169,-1.680051088,J083943.40-013725.9,129.9308609,-1.6238697,0.5298,0.5977,0.0751,17.547,0.183,5.9,0.8588,17.241,,0.2,0.747,12.552,,-1.2,1.048,8.687,,0.8,0.9604,1,0,0.0,0.0,0.0,0.0,1602,2343,-1123,2619,0000,0,nnnn,BUUU,0000,3,25,0,25,0,12,0,12,28,8,5.671035924698509
ACT-CLJ0839.5-0140,all,0,77.0,260.0,3.0,3.0,7.0,129.92959592156473,-1.6248091928579886,0.0012578643225091848,0.0043748022083007765,76.0,259.0,3.0000093278225592,-4.834519475546002E-5,0.0024216441132792915,2.6840254976877205E-5,7.747249126434326,4.3748022083007765,7.554721832275391,0.0,4.876338061876595E-4,402717.5625,ACT-CLJ0839.5-0140,1.783948603137E-4,1.1409620607706374,-0.04048893046903,0.0228641109671518,10508.254963148887,-5.790988216722E-4,-0.0774043306509862,409.00517314310775,21.0,112,271.766157,41.908841,129.8804169,-1.680051088,J083943.40-013725.9,129.9308609,-1.6238697,0.5298,0.5977,0.0751,17.547,0.183,5.9,0.8588,17.241,,0.2,0.747,12.552,,-1.2,1.048,8.687,,0.8,0.9604,1,0,0.0,0.0,0.0,0.0,1602,2343,-1123,2619,0000,0,nnnn,BUUU,0000,3,25,0,25,0,12,0,12,28,8,5.671035924698509
ACT-CLJ0854.7-0122,all,0,53.0,225.0,5.120000000000001,2.0,6.0,133.75972975195214,-1.3379334783382946,0.0012207290804769882,0.0030678415881113703,52.0,225.0,3.0000156801385334,5.945033067213171E-4,0.062096954207873346,2.7422987569267645E-5,4.484031677246094,3.0678415881113703,3.9258768558502197,0.0,5.506991874426603E-4,313498.4375,ACT-CLJ0854.7-0122,1.990518723691E-4,1.0724131313151066,0.2142288387650388,0.0,10742.307628670407,8.047377964649E-4,-0.0777748942231948,411.95091895986144,21.0,125,252.946043,59.308623,133.6978149,-1.374171734,J085501.98-012017.9,133.7582524,-1.3383079,0.0645,0.0671,-0.0071,14.369,0.03,36.7,2.849,14.107,0.044,24.9,1.159,10.568,0.108,10.1,0.9537,8.838,0.451,2.4,0.8482,1,0,0.0,0.0,0.0,0.0,-122,199,452,197,0000,0,001n,AAAC,0000,23,23,23,23,9,11,0,11,29,9,5.485211838160768
ACT-CLJ0854.7-0122,all,0,53.0,225.0,5.120000000000001,2.0,7.0,133.75972975195214,-1.3379334783382946,0.0012207290804769882,0.0030678415881113703,52.0,225.0,3.0000156801385334,5.945033067213171E-4,0.062096954207873346,2.7422987569267645E-5,4.484031677246094,3.0678415881113703,3.9258768558502197,0.0,5.506991874426603E-4,313498.4375,ACT-CLJ0854.7-0122,1.990518723691E-4,1.0724131313151066,0.2142288387650388,0.0,10742.307628670407,8.047377964649E-4,-0.0777748942231948,411.95091895986144,21.0,125,252.946043,59.308623,133.6978149,-1.374171734,J085501.98-012017.9,133.7582524,-1.3383079,0.0645,0.0671,-0.0071,14.369,0.03,36.7,2.849,14.107,0.044,24.9,1.159,10.568,0.108,10.1,0.9537,8.838,0.451,2.4,0.8482,1,0,0.0,0.0,0.0,0.0,-122,199,452,197,0000,0,001n,AAAC,0000,23,23,23,23,9,11,0,11,29,9,5.485211838160768
ACT-CLJ0854.7-0122,all,0,53.0,225.0,4.800000000000001,3.0,5.0,133.75972975195214,-1.3379334783382946,0.0012207290804769882,0.0030678415881113703,52.0,225.0,3.0000156801385334,5.945033067213171E-4,0.062096954207873346,2.7422987569267645E-5,4.484031677246094,3.0678415881113703,3.9258768558502197,0.0,5.506991874426603E-4,313498.4375,ACT-CLJ0854.7-0122,1.990518723691E-4,1.0724131313151066,0.2142288387650388,0.0,10742.307628670407,8.047377964649E-4,-0.0777748942231948,411.95091895986144,21.0,125,252.946043,59.308623,133.6978149,-1.374171734,J085501.98-012017.9,133.7582524,-1.3383079,0.0645,0.0671,-0.0071,14.369,0.03,36.7,2.849,14.107,0.044,24.9,1.159,10.568,0.108,10.1,0.9537,8.838,0.451,2.4,0.8482,1,0,0.0,0.0,0.0,0.0,-122,199,452,197,0000,0,001n,AAAC,0000,23,23,23,23,9,11,0,11,29,9,5.485211838160768
ACT-CLJ0854.7-0122,all,0,53.0,225.0,4.800000000000001,3.0,6.0,133.75972975195214,-1.3379334783382946,0.0012207290804769882,0.0030678415881113703,52.0,225.0,3.0000156801385334,5.945033067213171E-4,0.062096954207873346,2.7422987569267645E-5,4.484031677246094,3.0678415881113703,3.9258768558502197,0.0,5.506991874426603E-4,313498.4375,ACT-CLJ0854.7-0122,1.990518723691E-4,1.0724131313151066,0.2142288387650388,0.0,10742.307628670407,8.047377964649E-4,-0.0777748942231948,411.95091895986144,21.0,125,252.946043,59.308623,133.6978149,-1.374171734,J085501.98-012017.9,133.7582524,-1.3383079,0.0645,0.0671,-0.0071,14.369,0.03,36.7,2.849,14.107,0.044,24.9,1.159,10.568,0.108,10.1,0.9537,8.838,0.451,2.4,0.8482,1,0,0.0,0.0,0.0,0.0,-122,199,452,197,0000,0,001n,AAAC,0000,23,23,23,23,9,11,0,11,29,9,5.485211838160768
ACT-CLJ0854.7-0122,all,0,53.0,225.0,4.800000000000001,3.0,7.0,133.75972975195214,-1.3379334783382946,0.0012207290804769882,0.0030678415881113703,52.0,225.0,3.0000156801385334,5.945033067213171E-4,0.062096954207873346,2.7422987569267645E-5,4.484031677246094,3.0678415881113703,3.9258768558502197,0.0,5.506991874426603E-4,313498.4375,ACT-CLJ0854.7-0122,1.990518723691E-4,1.0724131313151066,0.2142288387650388,0.0,10742.307628670407,8.047377964649E-4,-0.0777748942231948,411.95091895986144,21.0,125,252.946043,59.308623,133.6978149,-1.374171734,J085501.98-012017.9,133.7582524,-1.3383079,0.0645,0.0671,-0.0071,14.369,0.03,36.7,2.849,14.107,0.044,24.9,1.159,10.568,0.108,10.1,0.9537,8.838,0.451,2.4,0.8482,1,0,0.0,0.0,0.0,0.0,-122,199,452,197,0000,0,001n,AAAC,0000,23,23,23,23,9,11,0,11,29,9,5.485211838160768
